chr1	x1	x2	chr2	y1	y2	color	comment
chr1	83600000	83700000	chr1	84300000	84400000	0,0,255	significant differentially interacting region
chr1	83600000	83700000	chr1	85000000	85100000	0,0,255	significant differentially interacting region
chr1	83600000	83700000	chr1	85100000	85200000	0,0,255	significant differentially interacting region
chr1	83600000	83700000	chr1	85200000	85300000	0,0,255	significant differentially interacting region
chr1	83700000	83800000	chr1	85100000	85200000	0,0,255	significant differentially interacting region
chr1	83700000	83800000	chr1	85200000	85300000	0,0,255	significant differentially interacting region
chr1	83700000	83800000	chr1	85300000	85400000	0,0,255	significant differentially interacting region
chr1	83800000	83900000	chr1	85000000	85100000	0,0,255	significant differentially interacting region
chr1	83800000	83900000	chr1	85100000	85200000	0,0,255	significant differentially interacting region
chr1	83800000	83900000	chr1	85300000	85400000	0,0,255	significant differentially interacting region
chr1	83900000	84000000	chr1	84900000	85000000	0,0,255	significant differentially interacting region
chr1	83900000	84000000	chr1	85000000	85100000	0,0,255	significant differentially interacting region
chr1	83900000	84000000	chr1	85100000	85200000	0,0,255	significant differentially interacting region
chr1	83900000	84000000	chr1	85200000	85300000	0,0,255	significant differentially interacting region
chr1	83900000	84000000	chr1	85400000	85500000	0,0,255	significant differentially interacting region
chr1	84000000	84100000	chr1	85200000	85300000	0,0,255	significant differentially interacting region
chr1	84100000	84200000	chr1	85200000	85300000	0,0,255	significant differentially interacting region
chr1	84100000	84200000	chr1	85300000	85400000	0,0,255	significant differentially interacting region
chr1	84200000	84300000	chr1	85100000	85200000	0,0,255	significant differentially interacting region
chr1	84200000	84300000	chr1	85200000	85300000	0,0,255	significant differentially interacting region
chr1	84300000	84400000	chr1	85000000	85100000	0,0,255	significant differentially interacting region
chr1	84300000	84400000	chr1	85100000	85200000	0,0,255	significant differentially interacting region
chr1	84300000	84400000	chr1	85200000	85300000	0,0,255	significant differentially interacting region
chr1	86000000	86100000	chr1	145700000	145800000	0,0,255	significant differentially interacting region
chr1	90500000	90600000	chr1	91700000	91800000	0,0,255	significant differentially interacting region
chr1	94200000	94300000	chr1	94500000	94600000	0,0,255	significant differentially interacting region
chr1	94300000	94400000	chr1	97800000	97900000	0,0,255	significant differentially interacting region
chr1	94800000	94900000	chr1	98300000	98400000	0,0,255	significant differentially interacting region
chr1	94900000	95000000	chr1	98100000	98200000	0,0,255	significant differentially interacting region
chr1	94900000	95000000	chr1	98300000	98400000	0,0,255	significant differentially interacting region
chr1	95200000	95300000	chr1	98100000	98200000	0,0,255	significant differentially interacting region
chr1	95700000	95800000	chr1	98900000	99000000	0,0,255	significant differentially interacting region
chr1	100700000	100800000	chr1	104100000	104200000	0,0,255	significant differentially interacting region
chr1	101300000	101400000	chr1	104100000	104200000	0,0,255	significant differentially interacting region
chr1	101400000	101500000	chr1	104100000	104200000	0,0,255	significant differentially interacting region
chr1	101700000	101800000	chr1	104100000	104200000	0,0,255	significant differentially interacting region
chr1	101900000	102000000	chr1	103900000	104000000	0,0,255	significant differentially interacting region
chr1	101900000	102000000	chr1	104100000	104200000	0,0,255	significant differentially interacting region
chr1	102000000	102100000	chr1	103900000	104000000	0,0,255	significant differentially interacting region
chr1	102000000	102100000	chr1	104100000	104200000	0,0,255	significant differentially interacting region
chr1	102100000	102200000	chr1	103900000	104000000	0,0,255	significant differentially interacting region
chr1	102100000	102200000	chr1	104100000	104200000	0,0,255	significant differentially interacting region
chr1	102200000	102300000	chr1	103900000	104000000	0,0,255	significant differentially interacting region
chr1	102300000	102400000	chr1	103900000	104000000	0,0,255	significant differentially interacting region
chr1	102400000	102500000	chr1	103900000	104000000	0,0,255	significant differentially interacting region
chr1	102600000	102700000	chr1	103900000	104000000	0,0,255	significant differentially interacting region
chr1	104100000	104200000	chr1	106100000	106200000	0,0,255	significant differentially interacting region
chr1	104100000	104200000	chr1	106200000	106300000	0,0,255	significant differentially interacting region
chr1	104100000	104200000	chr1	106300000	106400000	0,0,255	significant differentially interacting region
chr1	104100000	104200000	chr1	106400000	106500000	0,0,255	significant differentially interacting region
chr1	104100000	104200000	chr1	108500000	108600000	0,0,255	significant differentially interacting region
chr1	104100000	104200000	chr1	108800000	108900000	0,0,255	significant differentially interacting region
chr1	104100000	104200000	chr1	109200000	109300000	0,0,255	significant differentially interacting region
chr1	104100000	104200000	chr1	109300000	109400000	0,0,255	significant differentially interacting region
chr1	104300000	104400000	chr1	108800000	108900000	0,0,255	significant differentially interacting region
chr1	104400000	104500000	chr1	108700000	108800000	0,0,255	significant differentially interacting region
chr1	104500000	104600000	chr1	108700000	108800000	0,0,255	significant differentially interacting region
chr1	105200000	105300000	chr1	108800000	108900000	0,0,255	significant differentially interacting region
chr1	105300000	105400000	chr1	109000000	109100000	0,0,255	significant differentially interacting region
chr1	105400000	105500000	chr1	108700000	108800000	0,0,255	significant differentially interacting region
chr1	105600000	105700000	chr1	108800000	108900000	0,0,255	significant differentially interacting region
chr1	105700000	105800000	chr1	108700000	108800000	0,0,255	significant differentially interacting region
chr1	105700000	105800000	chr1	108800000	108900000	0,0,255	significant differentially interacting region
chr1	105800000	105900000	chr1	108700000	108800000	0,0,255	significant differentially interacting region
chr1	106200000	106300000	chr1	108700000	108800000	0,0,255	significant differentially interacting region
chr1	106400000	106500000	chr1	108700000	108800000	0,0,255	significant differentially interacting region
chr1	106700000	106800000	chr1	108800000	108900000	0,0,255	significant differentially interacting region
chr1	106700000	106800000	chr1	109000000	109100000	0,0,255	significant differentially interacting region
chr1	113600000	113700000	chr1	114200000	114300000	0,0,255	significant differentially interacting region
chr1	117100000	117200000	chr1	120500000	120600000	0,0,255	significant differentially interacting region
chr1	117500000	117600000	chr1	118900000	119000000	0,0,255	significant differentially interacting region
chr1	119000000	119100000	chr1	145000000	145100000	0,0,255	significant differentially interacting region
chr1	119200000	119300000	chr1	145000000	145100000	0,0,255	significant differentially interacting region
chr1	120100000	120200000	chr1	145100000	145200000	0,0,255	significant differentially interacting region
chr1	120200000	120300000	chr1	145100000	145200000	0,0,255	significant differentially interacting region
chr1	120300000	120400000	chr1	145100000	145200000	0,0,255	significant differentially interacting region
chr1	120400000	120500000	chr1	144800000	144900000	0,0,255	significant differentially interacting region
chr1	120400000	120500000	chr1	145100000	145200000	0,0,255	significant differentially interacting region
chr1	120500000	120600000	chr1	121400000	121500000	0,0,255	significant differentially interacting region
chr1	120500000	120600000	chr1	145100000	145200000	0,0,255	significant differentially interacting region
chr1	120600000	120700000	chr1	144900000	145000000	0,0,255	significant differentially interacting region
chr1	121100000	121200000	chr1	121400000	121500000	0,0,255	significant differentially interacting region
chr1	144000000	144100000	chr1	145500000	145600000	0,0,255	significant differentially interacting region
chr1	144000000	144100000	chr1	145600000	145700000	0,0,255	significant differentially interacting region
chr1	144000000	144100000	chr1	145700000	145800000	0,0,255	significant differentially interacting region
chr1	144500000	144600000	chr1	146700000	146800000	0,0,255	significant differentially interacting region
chr1	144500000	144600000	chr1	147700000	147800000	0,0,255	significant differentially interacting region
chr1	144500000	144600000	chr1	149800000	149900000	0,0,255	significant differentially interacting region
chr1	144500000	144600000	chr1	149900000	150000000	0,0,255	significant differentially interacting region
chr1	144500000	144600000	chr1	150100000	150200000	0,0,255	significant differentially interacting region
chr1	144800000	144900000	chr1	147800000	147900000	0,0,255	significant differentially interacting region
chr1	144900000	145000000	chr1	147800000	147900000	0,0,255	significant differentially interacting region
chr1	144900000	145000000	chr1	148000000	148100000	0,0,255	significant differentially interacting region
chr1	145000000	145100000	chr1	147800000	147900000	0,0,255	significant differentially interacting region
chr1	145000000	145100000	chr1	148000000	148100000	0,0,255	significant differentially interacting region
chr1	145000000	145100000	chr1	148500000	148600000	0,0,255	significant differentially interacting region
chr1	145000000	145100000	chr1	149600000	149700000	0,0,255	significant differentially interacting region
